00630_0XS_ALARM	1	
00630_0XS_BES	0	
00630_0XS_OVERRIDE	0	
1000_0PIC_BES	0	
1000_0PIC_D	0	
1000_0PIC_D_ACTIEF	0	
1000_0PIC_HAND	0	
1000_0PIC_I	800000	
1000_0PIC_INTLOCK_LSW	65535	
1000_0PIC_INTLOCK_MSW	65535	
1000_0PIC_I_ACTIEF	1	
1000_0PIC_KOPPELGAINSCHD	0	
1000_0PIC_MV	21.76	
1000_0PIC_OCMVMAX	100	
1000_0PIC_OCMVMIN	0	
1000_0PIC_OC_MV	22.3	
1000_0PIC_OC_SV	4.8	
1000_0PIC_P	5	
1000_0PIC_PV	4.809	
1000_0PIC_PV%	30.07	
1000_0PIC_P_ACTIEF	1	
1000_0PIC_RAMP	0	
1000_0PIC_RAMPEDSV	4.8	
1000_0PIC_SV	4.8	
1000_0PIC_SV%	30.01	
1000_0PIC_TM	1	
1000_0PT_AI	4.809	
1000_0PT_ALARM	0	
1000_0PT_BES	4096	
1000_0PT_HA	0	
1000_0PT_HAO	0	
1000_0PT_HHA	0	
1000_0PT_HHAO	0	
1000_0PT_LA	0	
1000_0PT_LAO	0	
1000_0PT_MSFT	0	
1000_0PT_SPH	5	
1000_0PT_SPHH	5.501	
1000_0PT_SPL	3	
1030_ALARM	0	
1030_BES	1	
1030_BT	0	
1030_FLANKUIT	0	
1030_INTLOCK_LSW	65535	
1030_INTLOCK_MSW	65535	
1030_KS	0	
1030_ONDERHOUD	0	
1030_SSA	0	
1030_STARTEND	0	
1030_THA	0	
1030_TM	1	
1030_TRIPA	0	
1030_TSHA	0	
1030_TSVA	0	
1030_WS	0	
1055_0ET_AI	4.323	
1055_0ET_ALARM	0	
1055_0ET_BES	0	
1055_0ET_HA	0	
1055_0ET_HAO	0	
1055_0ET_HHA	0	
1055_0ET_HHAO	0	
1055_0ET_MSFT	0	
1055_0ET_SPH	8	
1055_0ET_SPHH	9	
1055_ALARM	0	
1055_BES	0	
1055_BT	0	
1055_FLANKUIT	0	
1055_INTLOCK_LSW	65535	
1055_INTLOCK_MSW	65535	
1055_KS	0	
1055_ONDERHOUD	0	
1055_SSA	0	
1055_STARTEND	0	
1055_THA	0	
1055_TM	1	
1055_TRIPA	0	
1055_TSHA	0	
1055_TSVA	0	
1055_WS	0	
1081_0ET_AI	3.363	
1081_0ET_ALARM	0	
1081_0ET_BES	4096	
1081_0ET_HA	0	
1081_0ET_HAO	0	
1081_0ET_HHA	0	
1081_0ET_HHAO	0	
1081_0ET_MSFT	0	
1081_0ET_SPH	4.5	
1081_0ET_SPHH	5	
1081_ALARM	0	
1081_BES	1	
1081_BT	0	
1081_FLANKUIT	0	
1081_INTLOCK_LSW	65535	
1081_INTLOCK_MSW	65535	
1081_KS	0	
1081_ONDERHOUD	0	
1081_SSA	0	
1081_STARTEND	0	
1081_THA	0	
1081_TM	1	
1081_TRIPA	0	
1081_TSHA	0	
1081_TSVA	0	
1081_WS	0	
1082_0ET_AI	31.671	
1082_0ET_ALARM	0	
1082_0ET_BES	0	
1082_0ET_HA	0	
1082_0ET_HAO	0	
1082_0ET_HHA	0	
1082_0ET_HHAO	0	
1082_0ET_MSFT	0	
1082_0ET_SPH	45	
1082_0ET_SPHH	60.003	
1082_0SC_AO	0	
1082_0SC_OC_SP	0	
1082_0SC_SP	0	
1082_ALARM	0	
1082_BES	0	
1082_BT	0	
1082_FLANKUIT	0	
1082_INTLOCK_LSW	65535	
1082_INTLOCK_MSW	65535	
1082_KS	0	
1082_ONDERHOUD	0	
1082_SSA	0	
1082_STARTEND	0	
1082_THA	0	
1082_TM	1	
1082_TRIPA	0	
1082_TSHA	0	
1082_TSVA	0	
1082_WS	0	
1083_0ET_AI	3.683	
1083_0ET_ALARM	0	
1083_0ET_BES	0	
1083_0ET_HA	0	
1083_0ET_HAO	0	
1083_0ET_HHA	0	
1083_0ET_HHAO	0	
1083_0ET_MSFT	0	
1083_0ET_SPH	6	
1083_0ET_SPHH	7	
1083_ALARM	0	
1083_BES	1	
1083_BT	0	
1083_FLANKUIT	0	
1083_INTLOCK_LSW	65535	
1083_INTLOCK_MSW	65535	
1083_KS	0	
1083_ONDERHOUD	0	
1083_SSA	0	
1083_STARTEND	0	
1083_THA	0	
1083_TM	1	
1083_TRIPA	0	
1083_TSHA	0	
1083_TSVA	0	
1083_WS	0	
1085_ALARM	0	
1085_BES	1	
1085_BT	0	
1085_FLANKUIT	0	
1085_INTLOCK_LSW	65535	
1085_INTLOCK_MSW	65535	
1085_KS	0	
1085_ONDERHOUD	0	
1085_SSA	0	
1085_STARTEND	0	
1085_THA	0	
1085_TM	1	
1085_TRIPA	0	
1085_TSHA	0	
1085_TSVA	0	
1085_WS	0	
10LS_20LS_ALARM	1	
10LS_20LS_BES	0	
10LS_20LS_OVERRIDE	0	
11_0XA_ALARM	0	
11_0XA_BES	0	
11_0XA_OVERRIDE	0	
121_0SC_AO	20	
121_0SC_OC_SP	20	
121_0SC_SP	20	
121_ALARM	0	
121_BES	1	
121_BT	0	
121_FLANKUIT	0	
121_INTLOCK_LSW	65535	
121_INTLOCK_MSW	65535	
121_KS	0	
121_ONDERHOUD	0	
121_SSA	0	
121_STARTEND	0	
121_THA	0	
121_TM	1	
121_TRIPA	0	
121_TSHA	0	
121_TSVA	0	
121_WS	0	
137A_0SC_AO	0	
137A_0SC_OC_SP	90	
137A_0SC_SP	90	
137A_ALARM	0	
137A_BES	0	
137A_BT	0	
137A_FLANKUIT	0	
137A_INTLOCK_LSW	65535	
137A_INTLOCK_MSW	65535	
137A_KS	0	
